1516998331,827.4251099,834.0050049,894.8693237,812.6203003
1516998331,832.3600464,832.3600464,896.5142822,806.0403442
1516998331,830.7150879,834.0050049,896.5142822,806.0403442
1516998331,827.4251099,834.0050049,896.5142822,815.9102783
1516998331,815.9102783,830.7150879,894.8693237,809.3303223
1516998331,815.9102783,835.6500244,888.2893677,802.7504272
1516998331,822.4901733,835.6500244,886.6444092,804.3953857
1516998331,825.7801514,837.2949829,889.9343872,801.1054077
1516998331,840.5849609,838.9400024,888.2893677,814.2652588
1516998331,822.4901733,838.9400024,894.8693237,812.6203003
1516998331,827.4251099,840.5849609,898.1592407,804.3953857
1516998331,814.2652588,837.2949829,893.2243042,814.2652588
1516998331,817.5552368,835.6500244,893.2243042,804.3953857
1516998331,822.4901733,835.6500244,884.9994507,824.1351318
1516998331,820.8452148,834.0050049,881.7094727,810.9752808
1516998331,832.3600464,837.2949829,888.2893677,809.3303223
1516998331,819.2001953,835.6500244,886.6444092,799.4604492
1516998331,825.7801514,835.6500244,883.3544312,786.3005981
1516998331,825.7801514,834.0050049,884.9994507,807.6853638
1516998331,835.6500244,834.0050049,881.7094727,809.3303223
1516998331,829.0700684,832.3600464,881.7094727,815.9102783
1516998331,830.7150879,830.7150879,884.9994507,807.6853638
1516998331,830.7150879,832.3600464,881.7094727,810.9752808
1516998331,822.4901733,834.0050049,883.3544312,812.6203003
1516998331,819.2001953,832.3600464,884.9994507,825.7801514
1516998331,835.6500244,832.3600464,883.3544312,827.4251099
1516998331,832.3600464,838.9400024,881.7094727,812.6203003
1516998331,832.3600464,842.2299194,880.0644531,801.1054077
1516998331,835.6500244,837.2949829,883.3544312,804.3953857
1516998331,830.7150879,838.9400024,881.7094727,807.6853638
1516998331,840.5849609,837.2949829,878.4194946,822.4901733
1516998331,830.7150879,837.2949829,878.4194946,829.0700684
1516998331,830.7150879,838.9400024,876.7745361,822.4901733
1516998331,825.7801514,834.0050049,878.4194946,804.3953857
1516998331,838.9400024,834.0050049,871.8395996,804.3953857
1516998331,835.6500244,835.6500244,875.1295166,809.3303223
1516998331,835.6500244,834.0050049,876.7745361,815.9102783
1516998331,829.0700684,835.6500244,878.4194946,819.2001953
1516998331,825.7801514,834.0050049,878.4194946,824.1351318
1516998331,834.0050049,835.6500244,876.7745361,819.2001953
1516998331,830.7150879,838.9400024,871.8395996,807.6853638
1516998331,814.2652588,837.2949829,878.4194946,806.0403442
1516998331,819.2001953,837.2949829,875.1295166,809.3303223
1516998331,830.7150879,835.6500244,875.1295166,812.6203003
1516998331,835.6500244,835.6500244,873.4845581,817.5552368
1516998331,825.7801514,834.0050049,878.4194946,824.1351318
1516998331,824.1351318,834.0050049,873.4845581,815.9102783
1516998331,814.2652588,832.3600464,871.8395996,817.5552368
1516998331,819.2001953,832.3600464,873.4845581,817.5552368
1516998331,827.4251099,832.3600464,866.9046631,797.8154907
1516998331,824.1351318,829.0700684,868.5496216,812.6203003
1516998331,824.1351318,832.3600464,866.9046631,824.1351318
1516998331,825.7801514,829.0700684,868.5496216,807.6853638
1516998331,829.0700684,835.6500244,866.9046631,809.3303223
1516998331,830.7150879,834.0050049,871.8395996,807.6853638
